Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate
998,NWE,1991,1991-10-20,01:00:00 AM,01:00:00 AM,,MIN,8,7,Sun,W 26-23,OT,26,23,3,49,22,32,68.8,302,1,1,4,24,99.2
999,NWE,1991,1991-11-24,01:00:00 AM,01:00:00 AM,,BUF,13,12,Sun,W 16-13,,16,13,3,29,21,40,52.5,230,1,2,6,44,61.9
1000,NWE,1993,1993-12-19,01:00:00 AM,01:00:00 AM,@,CLE,16,14,Sun,W 20-17,,20,17,3,37,19,47,40.4,203,1,1,1,7,52.6
1001,NWE,1994,1994-09-18,01:00:00 AM,01:00:00 AM,@,CIN,3,3,Sun,W 31-28,,31,28,3,59,30,50,60,365,1,2,0,0,72.5
1002,NWE,1995,1995-12-10,01:00:00 AM,01:00:00 AM,,NYJ,15,14,Sun,W 31-28,,31,28,3,59,11,36,30.6,167,1,1,1,11,45.8
1003,NWE,1996,1996-09-22,01:00:00 AM,01:00:00 AM,,JAX,4,4,Sun,W 28-25,OT,28,25,3,53,27,44,61.4,230,1,1,4,25,75.5
1004,NWE,1996,1996-10-27,08:00:00 AM,08:00:00 AM,,BUF,9,8,Sun,W 28-25,,28,25,3,53,32,45,71.1,358,1,0,2,15,103.3
1005,NWE,1997,1997-11-23,01:00:00 AM,01:00:00 AM,,MIA,13,12,Sun,W 27-24,,27,24,3,51,16,27,59.3,234,1,0,1,8,101.2
1006,NWE,1998,1998-10-04,01:00:00 AM,12:00:00 PM,@,NOR,5,4,Sun,W 30-27,,30,27,3,57,21,35,60,291,1,3,3,26,63.6
1007,NWE,2002,2002-12-29,01:02:00 AM,01:02:00 AM,,MIA,17,16,Sun,W 27-24,OT,27,24,3,51,25,45,55.6,216,1,1,1,5,67
1008,NWE,2006,2006-12-24,01:03:00 AM,01:03:00 AM,@,JAX,16,15,Sun,W 24-21,,24,21,3,45,28,39,71.8,242,1,0,1,7,97.1
1009,NWE,2007,2007-11-25,08:23:00 AM,08:23:00 AM,,PHI,12,11,Sun,W 31-28,,31,28,3,59,34,54,63,362,1,0,3,18,90
1010,NWE,2008,2008-12-07,04:06:00 AM,01:06:00 AM,@,SEA,14,13,Sun,W 24-21,,24,21,3,45,26,44,59.1,260,1,0,3,8,84.3
1011,NWE,2010,2010-10-17,01:02:00 AM,01:02:00 AM,,BAL,6,5,Sun,W 23-20,OT,23,20,3,43,27,44,61.4,267,1,2,3,25,69.5
1012,NWE,2010,2010-10-24,04:15:00 AM,01:15:00 AM,@,SDG,7,6,Sun,W 23-20,,23,20,3,43,19,32,59.4,128,1,0,4,31,82.7
1013,NWE,2011,2011-12-24,01:02:00 AM,01:02:00 AM,,MIA,16,15,Sat,W 27-24,,27,24,3,51,27,46,58.7,281,1,0,4,23,85.8
1014,NWE,2013,2013-09-12,08:29:00 AM,08:29:00 AM,,NYJ,2,2,Thu,W 13-10,,13,10,3,23,19,39,48.7,178,1,0,1,7,71
1015,NWE,2013,2013-10-13,04:25:00 AM,04:25:00 AM,,NOR,6,6,Sun,W 30-27,,30,27,3,57,25,43,58.1,235,1,1,5,34,74.7
1016,NWE,2017,2017-12-17,04:25:00 AM,04:25:00 AM,@,PIT,15,14,Sun,W 27-24,,27,24,3,51,22,35,62.9,283,1,1,2,15,87.6
1017,NWE,2018,2018-10-14,08:20:00 AM,08:20:00 AM,,KAN,6,6,Sun,W 43-40,,43,40,3,83,24,35,68.6,327,1,0,2,13,109.2
1018,NYG,1970,1970-11-08,01:00:00 AM,01:00:00 AM,,DAL,8,8,Sun,W 23-20,,23,20,3,43,15,26,57.7,136,1,0,4,34,90.2
1019,NYG,1975,1975-10-20,09:00:00 AM,09:00:00 AM,@,BUF,5,5,Mon,W 17-14,,17,14,3,31,15,21,71.4,214,1,1,1,6,101.3
1020,NYG,1975,1975-12-21,04:00:00 AM,01:00:00 AM,@,SFO,14,14,Sun,W 26-23,,26,23,3,49,16,30,53.3,153,1,0,2,15,81
1021,NYG,1977,1977-09-18,01:00:00 AM,01:00:00 AM,,WAS,1,1,Sun,W 20-17,,20,17,3,37,7,14,50,113,1,1,1,10,74.4
1022,NYG,1977,1977-10-16,01:00:00 AM,01:00:00 AM,,SFO,5,5,Sun,W 20-17,,20,17,3,37,2,6,33.3,23,1,0,2,24,102.1
1023,NYG,1981,1981-12-19,12:30:00 PM,12:30:00 PM,,DAL,16,16,Sat,W 13-10,OT,13,10,3,23,13,27,48.1,158,1,1,1,5,64.3
1024,NYG,1982,1982-12-05,01:00:00 AM,01:00:00 AM,,HOU,13,5,Sun,W 17-14,,17,14,3,31,18,30,60,289,1,0,0,0,103.3
1025,NYG,1983,1983-09-11,01:00:00 AM,01:00:00 AM,@,ATL,2,2,Sun,W 16-13,OT,16,13,3,29,18,30,60,187,1,1,1,7,76.3
1026,NYG,1987,1987-11-15,04:00:00 AM,04:00:00 AM,@,PHI,10,9,Sun,W 20-17,,20,17,3,37,16,30,53.3,268,1,2,4,30,71.3
1027,NYG,1990,1990-12-23,04:00:00 AM,02:00:00 AM,@,PHO,16,15,Sun,W 24-21,,24,21,3,45,13,23,56.5,185,1,0,2,5,98.1
1028,NYG,1990,1990-12-30,01:00:00 AM,01:00:00 AM,@,NWE,17,16,Sun,W 13-10,,13,10,3,23,12,23,52.2,111,1,0,3,12,82.3
1029,NYG,1991,1991-10-14,09:00:00 AM,09:00:00 AM,@,PIT,7,7,Mon,W 23-20,,23,20,3,43,14,25,56,114,1,0,2,2,81.4
1030,NYG,1994,1994-11-21,09:00:00 AM,08:00:00 AM,@,HOU,12,11,Mon,W 13-10,,13,10,3,23,10,21,47.6,124,1,0,0,0,82.2
1031,NYG,1994,1994-12-04,04:00:00 AM,04:00:00 AM,@,CLE,14,13,Sun,W 16-13,,16,13,3,29,17,33,51.5,202,1,1,4,24,71
1032,NYG,2001,2001-12-23,01:03:00 AM,01:03:00 AM,,SEA,15,14,Sun,W 27-24,,27,24,3,51,30,47,63.8,332,1,0,1,6,92.3
1033,NYG,2002,2002-12-28,01:36:00 AM,01:36:00 AM,,PHI,17,16,Sat,W 10-7,OT,10,7,3,17,25,35,71.4,248,1,1,1,8,89.7
1034,NYG,2005,2005-12-11,04:05:00 AM,04:05:00 AM,@,PHI,14,13,Sun,W 26-23,OT,26,23,3,49,28,44,63.6,299,1,3,1,13,63.8
1035,NYG,2007,2007-12-09,01:02:00 AM,01:02:00 AM,@,PHI,14,13,Sun,W 16-13,,16,13,3,29,17,31,54.8,207,1,0,2,12,88
1036,NYG,2008,2008-09-21,01:02:00 AM,01:02:00 AM,,CIN,3,3,Sun,W 26-23,OT,26,23,3,49,26,43,60.5,289,1,0,0,0,88.2
1037,NYG,2010,2011-01-02,04:16:00 AM,04:16:00 AM,@,WAS,17,16,Sun,W 17-14,,17,14,3,31,17,29,58.6,243,1,1,0,0,83
1038,NYG,2013,2013-12-22,04:05:00 AM,04:05:00 AM,@,DET,16,15,Sun,W 23-20,OT,23,20,3,43,23,42,54.8,238,1,1,2,18,71.1
1039,NYG,2016,2016-12-11,08:30:00 AM,08:30:00 AM,,DAL,14,13,Sun,W 10-7,,10,7,3,17,17,28,60.7,167,1,1,3,26,78.4
1040,NYG,2020,2020-11-08,01:00:00 AM,01:00:00 AM,@,WAS,9,9,Sun,W 23-20,,23,20,3,43,23,34,67.6,184,1,0,5,28,94.2
1041,NYJ,1973,1973-12-02,01:00:00 AM,01:00:00 AM,,BAL,12,12,Sun,W 20-17,,20,17,3,37,15,21,71.4,219,1,1,1,12,103.5
1042,NYJ,1976,1976-10-10,01:00:00 AM,01:00:00 AM,,BUF,5,5,Sun,W 17-14,,17,14,3,31,7,22,31.8,63,1,1,3,16,39.8
1043,NYJ,1977,1977-12-04,04:00:00 AM,03:00:00 AM,@,NOR,12,12,Sun,W 16-13,,16,13,3,29,8,21,38.1,141,1,1,2,20,61.8
1044,NYJ,1980,1980-11-23,01:00:00 AM,01:00:00 AM,,HOU,12,12,Sun,W 31-28,OT,31,28,3,59,13,26,50,223,1,2,3,13,62.3
1045,NYJ,1983,1983-11-21,09:00:00 AM,08:00:00 AM,@,NOR,12,12,Mon,W 31-28,,31,28,3,59,20,30,66.7,205,1,1,3,25,86.8
1046,NYJ,1985,1985-11-24,01:00:00 AM,01:00:00 AM,,NWE,12,12,Sun,W 16-13,OT,16,13,3,29,20,33,60.6,291,1,0,6,20,102
1047,NYJ,1989,1989-12-03,04:00:00 AM,01:00:00 AM,@,SDG,13,13,Sun,W 20-17,,20,17,3,37,12,31,38.7,68,1,3,5,49,21.2
1048,NYJ,1991,1991-10-06,01:00:00 AM,01:00:00 AM,@,CLE,6,6,Sun,W 17-14,,17,14,3,31,20,24,83.3,211,1,0,0,0,117.2
1049,NYJ,1991,1991-11-03,01:00:00 AM,01:00:00 AM,,GNB,10,9,Sun,W 19-16,OT,19,16,3,35,16,29,55.2,172,1,0,3,37,89.6
1050,NYJ,1997,1997-11-02,01:00:00 AM,01:00:00 AM,,BAL,10,9,Sun,W 19-16,OT,19,16,3,35,18,33,54.5,160,1,0,2,8,78.9
1051,NYJ,1998,1998-11-01,04:05:00 AM,03:05:00 AM,@,KAN,9,8,Sun,W 20-17,,20,17,3,37,20,34,58.8,253,1,1,1,7,80.5
1052,NYJ,2003,2003-11-23,01:03:00 AM,01:03:00 AM,,JAX,12,11,Sun,W 13-10,,13,10,3,23,25,39,64.1,221,1,1,2,15,78.6
1053,NYJ,2004,2004-11-21,01:02:00 AM,01:02:00 AM,@,CLE,11,10,Sun,W 10-7,,10,7,3,17,11,20,55,78,1,1,6,38,67.9
1054,NYJ,2006,2006-11-12,01:02:00 AM,01:02:00 AM,@,NWE,10,9,Sun,W 17-14,,17,14,3,31,22,33,66.7,161,1,1,1,7,76.3
1055,NYJ,2006,2006-12-25,08:43:00 AM,08:43:00 AM,@,MIA,16,15,Mon,W 13-10,,13,10,3,23,14,29,48.3,229,1,0,1,8,87.9
1056,NYJ,2007,2007-11-18,04:05:00 AM,04:05:00 AM,,PIT,11,10,Sun,W 19-16,OT,19,16,3,35,14,31,45.2,146,1,1,3,16,58.8
1057,NYJ,2007,2007-12-30,04:15:00 AM,04:15:00 AM,,KAN,17,16,Sun,W 13-10,OT,13,10,3,23,14,26,53.8,138,1,0,3,13,84
1058,NYJ,2010,2010-11-07,01:03:00 AM,01:03:00 AM,@,DET,9,8,Sun,W 23-20,OT,23,20,3,43,22,39,56.4,327,1,1,1,9,82.9
1059,NYJ,2012,2012-09-23,01:03:00 AM,01:03:00 AM,@,MIA,3,3,Sun,W 23-20,OT,23,20,3,43,21,45,46.7,295,1,2,2,11,58.2
1060,NYJ,2013,2013-10-20,01:03:00 AM,01:03:00 AM,,NWE,7,7,Sun,W 30-27,OT,30,27,3,57,17,33,51.5,206,1,1,4,27,71.9
1061,NYJ,2015,2015-12-19,08:26:00 AM,07:26:00 AM,@,DAL,15,14,Sat,W 19-16,,19,16,3,35,26,39,66.7,299,1,1,2,0,87.4
1062,NYJ,2016,2016-10-30,01:02:00 AM,01:02:00 AM,@,CLE,8,8,Sun,W 31-28,,31,28,3,59,16,34,47.1,222,1,0,2,6,79
1063,NYJ,2020,2020-12-20,04:05:00 AM,01:05:00 AM,@,LAR,15,14,Sun,W 23-20,,23,20,3,43,22,31,71,196,1,0,2,11,99.8
1064,HOU,1974,1974-12-01,01:00:00 AM,01:00:00 AM,@,PIT,12,12,Sun,W 13-10,,13,10,3,23,10,19,52.6,61,1,0,3,23,81.9
1065,HOU,1978,1978-10-01,01:00:00 AM,01:00:00 AM,@,CLE,5,5,Sun,W 16-13,,16,13,3,29,14,29,48.3,215,1,1,0,0,70.3
1066,HOU,1978,1978-11-12,01:00:00 AM,01:00:00 AM,@,NWE,11,11,Sun,W 26-23,,26,23,3,49,15,28,53.6,194,1,1,1,6,73.5
1067,HOU,1979,1979-10-28,01:00:00 AM,12:00:00 PM,,NYJ,9,9,Sun,W 27-24,OT,27,24,3,51,18,36,50,199,1,1,1,13,66
1068,HOU,1979,1979-12-10,09:00:00 AM,08:00:00 AM,,PIT,15,15,Mon,W 20-17,,20,17,3,37,10,17,58.8,160,1,0,1,10,112.4
1069,HOU,1984,1984-12-02,01:00:00 AM,12:00:00 PM,,PIT,14,14,Sun,W 23-20,OT,23,20,3,43,27,45,60,303,1,3,0,0,59.8
1070,HOU,1985,1985-09-08,01:00:00 AM,12:00:00 PM,,MIA,1,1,Sun,W 26-23,,26,23,3,49,12,17,70.6,229,1,1,3,41,108.1
1071,HOU,1992,1992-11-26,12:30:00 PM,12:30:00 PM,@,DET,13,12,Thu,W 24-21,,24,21,3,45,24,33,72.7,332,1,2,2,6,90.2
1072,HOU,1993,1993-12-25,05:30:00 AM,02:30:00 AM,@,SFO,17,15,Sat,W 10-7,,10,7,3,17,14,29,48.3,195,1,3,3,9,43.5
1073,HOU,1996,1996-12-22,01:00:00 AM,12:00:00 PM,@,BAL,17,16,Sun,W 24-21,,24,21,3,45,19,24,79.2,234,1,0,1,4,121.9
1074,TEN,1997,1997-08-31,01:00:00 AM,12:00:00 PM,,OAK,1,1,Sun,W 24-21,OT,24,21,3,45,13,25,52,164,1,1,3,18,72.4
1075,TEN,1998,1998-12-13,01:00:00 AM,01:00:00 AM,@,JAX,15,14,Sun,W 16-13,,16,13,3,29,22,39,56.4,223,1,1,2,9,71.7
1076,TEN,1999,1999-10-10,04:15:00 AM,03:15:00 AM,,BAL,5,5,Sun,W 14-11,,14,11,3,25,24,35,68.6,216,1,0,0,0,94.5
1077,TEN,2000,2000-09-24,01:01:00 AM,01:01:00 AM,@,PIT,4,3,Sun,W 23-20,,23,20,3,43,16,30,53.3,287,1,3,1,5,58.6
1078,TEN,2001,2001-10-14,01:04:00 AM,12:04:00 PM,,TAM,5,4,Sun,W 31-28,OT,31,28,3,59,18,26,69.2,223,1,1,2,16,94.9
1079,TEN,2001,2001-10-21,01:00:00 AM,01:00:00 AM,@,DET,6,5,Sun,W 27-24,,27,24,3,51,16,36,44.4,227,1,2,1,10,52.7
1080,TEN,2001,2001-12-22,09:00:00 AM,06:00:00 AM,@,OAK,15,14,Sat,W 13-10,,13,10,3,23,15,27,55.6,159,1,2,3,19,57.3
1081,TEN,2004,2004-11-21,01:02:00 AM,01:02:00 AM,@,JAX,11,10,Sun,W 18-15,,18,15,3,33,18,30,60,192,1,2,3,17,64.4
1082,TEN,2006,2006-10-15,01:02:00 AM,01:02:00 AM,@,WAS,6,6,Sun,W 25-22,,25,22,3,47,13,25,52,151,1,0,3,10,85.6
1083,TEN,2008,2008-10-05,01:02:00 AM,01:02:00 AM,@,BAL,5,5,Sun,W 13-10,,13,10,3,23,17,32,53.1,163,1,2,0,0,52
1084,TEN,2009,2009-11-23,08:40:00 AM,07:40:00 AM,@,HOU,11,10,Mon,W 20-17,,20,17,3,37,12,22,54.5,116,1,0,0,0,84.7
1085,TEN,2009,2009-11-29,04:15:00 AM,03:15:00 AM,,ARI,12,11,Sun,W 20-17,,20,17,3,37,27,43,62.8,369,1,0,4,18,99.7
1086,TEN,2012,2012-10-11,08:29:00 AM,07:29:00 AM,,PIT,6,6,Thu,W 26-23,,26,23,3,49,25,44,56.8,265,1,1,3,25,75
1087,TEN,2013,2013-09-22,01:03:00 AM,12:03:00 PM,,SDG,3,3,Sun,W 20-17,,20,17,3,37,23,37,62.2,282,1,0,2,17,96.6
1088,TEN,2020,2021-01-03,04:25:00 AM,03:25:00 AM,@,HOU,17,16,Sun,W 41-38,,41,38,3,79,18,27,66.7,204,1,0,2,12,103.3
1089,PHI,1970,1970-11-23,09:00:00 AM,09:00:00 AM,,NYG,10,10,Mon,W 23-20,,23,20,3,43,12,17,70.6,164,1,0,1,9,122.9
1090,PHI,1971,1971-12-05,01:00:00 AM,01:00:00 AM,@,DET,12,12,Sun,W 23-20,,23,20,3,43,15,23,65.2,214,1,0,0,0,109.7
1091,PHI,1975,1975-11-16,01:00:00 AM,01:00:00 AM,@,NYG,9,9,Sun,W 13-10,,13,10,3,23,12,25,48,110,1,0,1,2,74.1
1092,PHI,1978,1978-10-01,02:00:00 AM,02:00:00 AM,@,BAL,5,5,Sun,W 17-14,,17,14,3,31,12,19,63.2,117,1,0,3,24,103.2
1093,PHI,1979,1979-11-18,01:00:00 AM,01:00:00 AM,,STL,12,12,Sun,W 16-13,,16,13,3,29,11,27,40.7,130,1,0,1,11,70.1
1094,PHI,1981,1981-10-05,09:00:00 AM,09:00:00 AM,,ATL,5,5,Mon,W 16-13,,16,13,3,29,17,26,65.4,161,1,0,0,0,95.2
1095,PHI,1983,1983-09-18,04:00:00 AM,02:00:00 AM,@,DEN,3,3,Sun,W 13-10,,13,10,3,23,18,28,64.3,274,1,0,1,10,109.8
1096,PHI,1993,1993-11-28,01:00:00 AM,01:00:00 AM,@,WAS,13,11,Sun,W 17-14,,17,14,3,31,19,31,61.3,164,1,0,1,6,86.8
1097,PHI,1995,1995-10-08,01:00:00 AM,01:00:00 AM,,WAS,6,6,Sun,W 37-34,OT,37,34,3,71,30,45,66.7,252,1,1,2,4,79.5
1098,PHI,1999,1999-10-10,01:03:00 AM,01:03:00 AM,,DAL,5,5,Sun,W 13-10,,13,10,3,23,11,30,36.7,139,1,1,2,6,50
1099,PHI,2000,2000-11-05,01:03:00 AM,01:03:00 AM,,DAL,10,10,Sun,W 16-13,OT,16,13,3,29,23,42,54.8,228,1,2,0,0,58.4
1100,PHI,2000,2000-11-26,01:01:00 AM,01:01:00 AM,@,WAS,13,13,Sun,W 23-20,,23,20,3,43,19,31,61.3,118,1,1,4,19,68.9
1101,PHI,2003,2003-11-10,09:08:00 AM,08:08:00 AM,@,GNB,10,9,Mon,W 17-14,,17,14,3,31,15,31,48.4,190,1,0,1,8,79.8
1102,PHI,2004,2004-12-12,08:37:00 AM,08:37:00 AM,@,WAS,14,13,Sun,W 17-14,,17,14,3,31,21,38,55.3,245,1,1,2,15,74.5
1103,PHI,2005,2005-10-23,01:02:00 AM,01:02:00 AM,,SDG,7,6,Sun,W 20-17,,20,17,3,37,35,54,64.8,262,1,2,3,25,69
1104,PHI,2009,2009-11-29,01:03:00 AM,01:03:00 AM,,WAS,12,11,Sun,W 27-24,,27,24,3,51,21,36,58.3,258,1,1,2,2,78.5
1105,PHI,2010,2010-10-10,08:30:00 AM,05:30:00 AM,@,SFO,5,5,Sun,W 27-24,,27,24,3,51,21,31,67.7,227,1,0,4,26,103.3
1106,PHI,2014,2014-09-15,08:31:00 AM,08:31:00 AM,@,IND,2,2,Mon,W 30-27,,30,27,3,57,21,37,56.8,331,1,1,0,0,84.4
1107,PHI,2015,2015-12-13,01:01:00 AM,01:01:00 AM,,BUF,14,13,Sun,W 23-20,,23,20,3,43,23,38,60.5,232,1,1,1,15,77.4
1108,PHI,2017,2017-09-24,01:00:00 AM,01:00:00 AM,,NYG,3,3,Sun,W 27-24,,27,24,3,51,21,31,67.7,161,1,0,3,15,92.9
1109,PHI,2018,2018-11-25,01:00:00 AM,01:00:00 AM,,NYG,12,11,Sun,W 25-22,,25,22,3,47,20,28,71.4,214,1,0,3,22,108.6
1110,PHI,2020,2020-12-13,04:25:00 AM,04:25:00 AM,,NOR,14,13,Sun,W 24-21,,24,21,3,45,17,30,56.7,167,1,0,0,0,83.6
1111,PIT,1978,1978-10-29,01:00:00 AM,01:00:00 AM,,KAN,9,9,Sun,W 27-24,,27,24,3,51,8,15,53.3,80,1,2,4,39,62.2
1112,PIT,1979,1979-09-03,09:00:00 AM,09:00:00 AM,@,NWE,1,1,Mon,W 16-13,OT,16,13,3,29,15,29,51.7,191,1,0,4,30,88.4
1113,PIT,1979,1979-11-25,01:00:00 AM,01:00:00 AM,,CLE,13,13,Sun,W 33-30,OT,33,30,3,63,30,44,68.2,351,1,1,1,13,91.5
1114,PIT,1980,1980-11-09,01:00:00 AM,01:00:00 AM,@,TAM,10,10,Sun,W 24-21,,24,21,3,45,11,26,42.3,94,1,1,1,6,50.2
1115,PIT,1984,1984-10-14,04:00:00 AM,01:00:00 AM,@,SFO,7,7,Sun,W 20-17,,20,17,3,37,11,18,61.1,149,1,1,1,7,84.5
1116,PIT,1984,1984-12-09,01:00:00 AM,01:00:00 AM,,CLE,15,15,Sun,W 23-20,,23,20,3,43,13,26,50,222,1,2,1,7,61.2
1117,PIT,1987,1987-10-25,01:00:00 AM,01:00:00 AM,,CIN,7,6,Sun,W 23-20,,23,20,3,43,18,30,60,204,1,0,2,14,93.5
1118,PIT,1995,1995-11-26,04:00:00 AM,04:00:00 AM,@,CLE,13,12,Sun,W 20-17,,20,17,3,37,23,32,71.9,258,1,0,1,10,107.3
1119,PIT,1996,1996-10-27,01:00:00 AM,01:00:00 AM,@,ATL,9,8,Sun,W 20-17,,20,17,3,37,23,29,79.3,184,1,0,3,43,110.8
1120,PIT,1997,1997-12-13,04:00:00 AM,04:00:00 AM,@,NWE,16,15,Sat,W 24-21,OT,24,21,3,45,26,48,54.2,266,1,2,0,0,59.9
1121,PIT,2000,2000-10-29,01:02:00 AM,01:02:00 AM,@,BAL,9,8,Sun,W 9-6,,9,6,3,15,9,18,50,111,1,0,5,22,93.1
1122,PIT,2001,2001-10-14,12:00:00 PM,12:00:00 PM,@,KAN,5,4,Sun,W 20-17,,20,17,3,37,15,25,60,113,1,0,3,28,88.9
1123,PIT,2002,2002-09-29,01:01:00 AM,01:01:00 AM,,CLE,4,3,Sun,W 16-13,OT,16,13,3,29,26,39,66.7,265,1,2,0,0,73.1
1124,PIT,2008,2008-09-29,08:40:00 AM,08:40:00 AM,,BAL,4,4,Mon,W 23-20,OT,23,20,3,43,14,24,58.3,168,1,1,3,23,80.4
1125,PIT,2009,2009-09-10,08:41:00 AM,08:41:00 AM,,TEN,1,1,Thu,W 13-10,OT,13,10,3,23,33,43,76.7,321,1,2,4,42,89.6
1126,PIT,2009,2009-12-27,01:02:00 AM,01:02:00 AM,,BAL,16,15,Sun,W 23-20,,23,20,3,43,17,33,51.5,238,1,1,4,21,75.2
1127,PIT,2010,2010-12-05,08:30:00 AM,08:30:00 AM,@,BAL,13,12,Sun,W 13-10,,13,10,3,23,22,38,57.9,234,1,1,3,19,75.9
1128,PIT,2011,2011-09-25,08:30:00 AM,08:30:00 AM,@,IND,3,3,Sun,W 23-20,,23,20,3,43,25,37,67.6,341,1,1,3,23,97.1
1129,PIT,2012,2012-11-12,08:40:00 AM,08:40:00 AM,,KAN,10,9,Mon,W 16-13,OT,16,13,3,29,16,32,50,154,1,0,1,3,74.6
1130,PIT,2012,2012-12-02,04:25:00 AM,04:25:00 AM,@,BAL,13,12,Sun,W 23-20,,23,20,3,43,25,37,67.6,270,1,2,2,6,76
1131,PIT,2013,2013-10-20,04:25:00 AM,04:25:00 AM,,BAL,7,6,Sun,W 19-16,,19,16,3,35,17,23,73.9,145,1,0,3,15,107.2
1132,PIT,2014,2014-09-07,01:02:00 AM,01:02:00 AM,,CLE,1,1,Sun,W 30-27,,30,27,3,57,24,35,68.6,376,1,1,3,14,103.3
1133,PIT,2014,2014-11-17,08:30:00 AM,07:30:00 AM,@,TEN,11,11,Mon,W 27-24,,27,24,3,51,21,32,65.6,180,1,1,5,27,81.1
1134,PIT,2018,2018-12-30,04:25:00 AM,01:00:00 AM,,CIN,17,16,Sun,W 16-13,,16,13,3,29,31,45,68.9,278,1,1,1,9,84.2
1135,RAI,1983,1983-11-20,01:00:00 AM,01:00:00 AM,@,BUF,12,12,Sun,W 27-24,,27,24,3,51,24,32,75,232,1,0,0,0,105.2
1136,RAI,1984,1984-09-24,09:00:00 AM,06:00:00 AM,,SDG,4,4,Mon,W 33-30,,33,30,3,63,24,33,72.7,348,1,1,2,15,106
1137,RAI,1984,1984-10-14,04:00:00 AM,01:00:00 AM,,MIN,7,7,Sun,W 23-20,,23,20,3,43,21,37,56.8,251,1,1,2,17,77.3
1138,RAI,1985,1985-12-08,04:00:00 AM,02:00:00 AM,@,DEN,14,14,Sun,W 17-14,OT,17,14,3,31,13,28,46.4,93,1,4,0,0,26.9
1139,RAI,1989,1989-12-03,04:00:00 AM,01:00:00 AM,,DEN,13,13,Sun,W 16-13,OT,16,13,3,29,9,23,39.1,178,1,0,2,22,85.4
1140,RAI,1991,1991-09-08,04:00:00 AM,01:00:00 AM,,DEN,2,2,Sun,W 16-13,,16,13,3,29,12,19,63.2,140,1,0,5,28,109.1
1141,RAI,1991,1991-10-20,04:00:00 AM,01:00:00 AM,,RAM,8,8,Sun,W 20-17,,20,17,3,37,15,26,57.7,255,1,1,2,16,90.4
1142,RAI,1992,1992-10-04,04:00:00 AM,01:00:00 AM,,NYG,5,5,Sun,W 13-10,,13,10,3,23,15,25,60,219,1,0,2,15,104.4
1143,RAI,1994,1994-10-30,04:00:00 AM,01:00:00 AM,,HOU,9,8,Sun,W 17-14,,17,14,3,31,15,30,50,144,1,2,1,7,48.1
1144,OAK,1995,1995-11-05,04:00:00 AM,04:00:00 AM,@,CIN,10,9,Sun,W 20-17,,20,17,3,37,17,30,56.7,168,1,1,2,10,71.2
1145,OAK,1998,1998-09-13,04:15:00 AM,01:15:00 AM,,NYG,2,2,Sun,W 20-17,,20,17,3,37,25,44,56.8,252,1,0,5,51,85.7
1146,OAK,2000,2000-09-03,04:15:00 AM,01:15:00 AM,,SDG,1,1,Sun,W 9-6,,9,6,3,15,20,35,57.1,166,1,0,4,10,80.2
1147,OAK,2004,2004-09-19,04:15:00 AM,01:15:00 AM,,BUF,2,2,Sun,W 13-10,,13,10,3,23,19,27,70.4,200,1,0,2,9,105.3
1148,OAK,2005,2005-11-20,01:02:00 AM,01:02:00 AM,@,WAS,11,10,Sun,W 16-13,,16,13,3,29,19,36,52.8,286,1,1,1,3,77.2
1149,OAK,2008,2008-10-19,04:15:00 AM,01:15:00 AM,,NYJ,7,6,Sun,W 16-13,OT,16,13,3,29,17,30,56.7,191,1,0,2,12,88.6
1150,OAK,2010,2010-11-07,04:15:00 AM,01:15:00 AM,,KAN,9,9,Sun,W 23-20,OT,23,20,3,43,19,34,55.9,209,1,1,4,20,74.3
1151,OAK,2011,2011-09-12,10:26:00 AM,08:26:00 AM,@,DEN,1,1,Mon,W 23-20,,23,20,3,43,13,22,59.1,99,1,0,1,6,86.4
1152,OAK,2011,2011-12-24,01:03:00 AM,12:03:00 PM,@,KAN,16,15,Sat,W 16-13,OT,16,13,3,29,16,26,61.5,237,1,2,0,0,72.1
1153,OAK,2012,2012-10-21,04:25:00 AM,01:25:00 AM,,JAX,7,6,Sun,W 26-23,OT,26,23,3,49,26,46,56.5,282,1,1,2,16,74.4
1154,OAK,2015,2015-12-24,08:26:00 AM,05:26:00 AM,,SDG,16,15,Thu,W 23-20,OT,23,20,3,43,23,38,60.5,175,1,1,3,29,72.7
1155,OAK,2016,2016-12-18,04:25:00 AM,01:25:00 AM,@,SDG,15,14,Sun,W 19-16,,19,16,3,35,19,30,63.3,200,1,1,2,13,81.7
1156,OAK,2017,2017-11-05,08:30:00 AM,08:30:00 AM,@,MIA,9,9,Sun,W 27-24,,27,24,3,51,21,30,70,295,1,1,1,5,99.3
1157,RAM,1974,1974-10-06,04:00:00 AM,01:00:00 AM,,DET,4,4,Sun,W 16-13,,16,13,3,29,14,24,58.3,127,1,0,1,6,87.7
1158,RAM,1974,1974-11-24,04:00:00 AM,01:00:00 AM,,MIN,11,11,Sun,W 20-17,,20,17,3,37,25,39,64.1,268,1,0,0,0,92.7
1159,RAM,1976,1976-12-11,09:00:00 AM,09:00:00 AM,@,DET,14,14,Sat,W 20-17,,20,17,3,37,12,22,54.5,132,1,2,0,0,49.8
